animeA_id,animeB_id,relation_type
1674,40606,Other
40124,47777,Other
19165,2593,Other
3008,2389,Other
37051,8133,Other
35206,8133,Other
39416,36553,Other
9768,36759,Other
5812,4395,Other
41714,8098,Other
30450,225,Other
40881,14093,Other
16373,35219,Other
38632,36317,Other
3785,80,Other
31676,24075,Other
37555,30954,Other
10937,37247,Other
10909,31251,Other
2298,19319,Other
31410,37476,Other
36624,34661,Other
11755,1342,Other
33360,8888,Other
6331,2064,Other
37302,23539,Other
223,225,Other
34304,38804,Other
32792,19319,Other
1289,33741,Other
6850,16393,Other
48919,30777,Other
15489,28771,Other
925,9745,Other
49396,33845,Other
1669,37484,Other
17705,1356,Other
13375,33845,Other
1425,23293,Other
3710,48426,Other
36517,4094,Other
33871,37764,Other
1845,2253,Other
6525,17359,Other
37641,49549,Other
33258,39023,Other
49,9611,Other
33360,15201,Other
30151,13817,Other
30514,31758,Other
40167,18391,Other
16576,2006,Other
38112,24459,Other
38899,23539,Other
39529,24909,Other
33845,38400,Other
14647,38540,Other
49515,36466,Other
4712,36466,Other
13115,49338,Other
39659,35313,Other
49211,1092,Other
35305,24833,Other
27957,13599,Other
506,18109,Other
1698,17187,Other
4094,36517,Other
35134,15979,Other
32983,18849,Other
21743,36517,Other
10954,1342,Other
9735,7472,Other
80,37245,Other
1143,11375,Other
35135,15979,Other
19111,25897,Other
5690,5656,Other
30018,30305,Other
11695,24835,Other
20391,28913,Other
32736,2356,Other
34753,27957,Other
16916,15487,Other
17811,38400,Other
37051,1929,Other
5723,37764,Other
35952,5658,Other
31675,35321,Other
8624,36466,Other
36796,38256,Other
11569,28669,Other
30415,28675,Other
1919,48505,Other
4690,6872,Other
35306,30470,Other
40587,28669,Other
35327,22673,Other
2725,1944,Other
36664,19261,Other
38562,1694,Other
40880,37398,Other
37096,32785,Other
38256,23831,Other
38235,51156,Other
26359,31676,Other
38389,37087,Other
37980,37311,Other
24835,35982,Other
17707,3734,Other
36704,17819,Other
41782,51218,Other
32476,30896,Other
445,34939,Other
40156,41074,Other
14349,86,Other
41590,37055,Other
28223,38055,Other
1092,3784,Other
38600,27411,Other
17074,11981,Other
33512,4672,Other
1459,34844,Other
14093,40861,Other
2039,32259,Other
9969,35067,Other
36838,23539,Other
50607,16576,Other
20955,22675,Other
1341,2892,Other
32146,32143,Other
3571,34844,Other
4454,10361,Other
956,35120,Other
39277,288,Other
40156,11385,Other
16916,35327,Other
37931,7261,Other
33806,47409,Other
19165,34662,Other
4130,89,Other
1342,2355,Other
39935,16774,Other
30694,891,Other
27947,39487,Other
3571,38705,Other
41590,34428,Other
38717,23943,Other
2389,21039,Other
38850,21407,Other
38562,38203,Other
33878,892,Other
34052,10370,Other
35313,39415,Other
29729,37431,Other
35704,31667,Other
36683,48895,Other
42422,34290,Other
34549,86,Other
31667,38705,Other
35122,39478,Other
16498,39478,Other
42136,20159,Other
36624,36246,Other
6872,8394,Other
38085,28701,Other
38784,28701,Other
48895,36497,Other
37398,44376,Other
11385,49515,Other
33880,11359,Other
10370,19157,Other
46650,3692,Other
33569,34723,Other
44248,6954,Other
2306,1091,Other
1669,13231,Other
5723,1090,Other
25987,10607,Other
5270,1090,Other
37501,40610,Other
30415,37858,Other
34901,37969,Other
3572,31494,Other
23135,44376,Other
39935,8287,Other
36239,28683,Other
19165,38959,Other
35447,37969,Other
39014,49396,Other
33225,1967,Other
38027,49396,Other
23831,48820,Other
31049,37969,Other
30470,35305,Other
39592,24835,Other
17359,32147,Other
94,3785,Other
35716,32,Other
35247,32191,Other
17813,13373,Other
20955,32147,Other
39762,40342,Other
48919,38025,Other
17621,14349,Other
32734,38025,Other
6731,32681,Other
19067,1669,Other
19799,1985,Other
35632,30778,Other
28149,24835,Other
40357,34742,Other
41063,24835,Other
13863,31,Other
41136,32365,Other
37818,30778,Other
5270,38714,Other
37664,33550,Other
39762,40393,Other
42364,41590,Other
31049,13231,Other
2123,49523,Other
38025,37143,Other
10278,49661,Other
40206,6624,Other
2306,30,Other
40181,22777,Other
34471,37140,Other
36796,32191,Other
20,35310,Other
4690,32736,Other
33226,30,Other
21479,39277,Other
44248,37033,Other
1968,3785,Other
86,3785,Other
39183,34835,Other
11695,28149,Other
42385,34489,Other
15649,34489,Other
281,8287,Other
6336,14349,Other
33882,10033,Other
36497,33372,Other
38705,35704,Other
2252,5250,Other
5270,30,Other
38085,6624,Other
34540,34514,Other
38982,16774,Other
27821,41497,Other
19261,21743,Other
42364,51222,Other
36064,7559,Other
24835,14349,Other
49827,14349,Other
33226,82,Other
34549,82,Other
35652,966,Other
35206,37501,Other
35219,33548,Other
35635,33551,Other
6731,33934,Other
41030,40890,Other
29035,3932,Other
80,16774,Other
37096,35447,Other
36871,43204,Other
33669,34302,Other
33226,84,Other
41030,43204,Other
32739,43204,Other
37055,36497,Other
2306,84,Other
35635,39697,Other
42385,51234,Other
40323,37431,Other
50840,37966,Other
93,82,Other
34904,40298,Other
37051,28511,Other
34428,36497,Other
33027,34847,Other
13817,35306,Other
3785,1968,Other
34817,40714,Other
38936,38958,Other
4094,29729,Other
49426,36995,Other
93,36871,Other
10987,37096,Other
21407,36995,Other
94,33051,Other
24835,1241,Other
38850,11569,Other
32739,33489,Other
23943,33051,Other
34540,37966,Other
31699,48919,Other
35312,35310,Other
43745,33489,Other
20509,36064,Other
36551,37028,Other
36246,37818,Other
38850,40587,Other
36246,37285,Other
13821,37115,Other
40323,33552,Other
35652,39183,Other
12221,49426,Other
1090,40890,Other
31174,33552,Other
36132,33922,Other
3786,19489,Other
23943,91,Other
16442,46650,Other
12565,19165,Other
38084,38897,Other
46171,37885,Other
38716,1939,Other
94,23259,Other
12565,36914,Other
36724,35287,Other
51013,11073,Other
4094,33922,Other
22661,15323,Other
34244,35139,Other
9969,39697,Other
32927,10808,Other
35307,35308,Other
33879,19123,Other
1090,32,Other
37931,33922,Other
34321,38784,Other
14353,43751,Other
35309,37851,Other
1967,33489,Other
34514,8438,Other
14829,40761,Other
893,48903,Other
30686,42161,Other
31251,31,Other
281,2391,Other
39721,48409,Other
35310,35308,Other
3318,2391,Other
18679,10808,Other
31115,23259,Other
36246,39697,Other
32681,10937,Other
33225,34549,Other
23943,2269,Other
33934,13863,Other
19489,30122,Other
33871,41063,Other
28149,147,Other
23943,2391,Other
4130,38055,Other
49730,42161,Other
51145,42161,Other
37765,9170,Other
39721,33542,Other
32739,14347,Other
1983,971,Other
16774,14347,Other
5723,2273,Other
12851,33934,Other
87,3318,Other
5723,91,Other
42697,16143,Other
36239,2520,Other
30122,17843,Other
40881,35551,Other
33880,37902,Other
32681,23259,Other
32158,39592,Other
147,39592,Other
34549,13863,Other
32927,49827,Other
17873,31750,Other
40367,40181,Other
7261,37285,Other
36927,51150,Other
18679,2391,Other
2695,3202,Other
527,36836,Other
3784,2743,Other
3444,39592,Other
30,39592,Other
5270,13863,Other
3784,5270,Other
33881,3044,Other
2759,39935,Other
14837,38653,Other
527,50840,Other
34165,2222,Other
33879,50696,Other
1092,35716,Other
37764,31115,Other
32,32739,Other
3546,22661,Other
1092,14347,Other
31035,49211,Other
6336,9170,Other
28683,22661,Other
20355,2294,Other
14349,43751,Other
41030,1939,Other
32158,41063,Other
3546,40181,Other
7261,37143,Other
15323,36239,Other
37885,34165,Other
3784,8132,Other
2306,49211,Other
38055,5270,Other
22661,40181,Other
86,5723,Other
43745,33225,Other
30151,36261,Other
38982,3202,Other
41030,32158,Other
28149,1856,Other
87,3444,Other
31035,8753,Other
3044,33874,Other
9170,39935,Other
82,39935,Other
83,23943,Other
33225,8132,Other
16774,10909,Other
147,41030,Other
39592,33225,Other
41063,2306,Other
49828,2306,Other
7261,39762,Other
39363,33876,Other
20355,32739,Other
30151,35306,Other
20667,5723,Other
11359,33874,Other
37885,3546,Other
33051,30122,Other
987,33880,Other
30450,33880,Other
38055,41030,Other
49211,23943,Other
40181,33874,Other
9170,20667,Other
49211,33225,Other
85,32158,Other
19123,33879,Other
50696,33878,Other
1967,17621,Other
49827,10909,Other
49211,50084,Other
9170,50084,Other
62,291,Sequel
560,17080,Sequel
32827,37994,Sequel
1087,2454,Sequel
34933,37086,Sequel
3015,3014,Sequel
38252,40472,Sequel
31147,32313,Sequel
8960,10802,Sequel
4063,5277,Sequel
38070,38071,Sequel
31362,33154,Sequel
8676,11235,Sequel
16918,19363,Sequel
22541,28185,Sequel
37940,39960,Sequel
5225,1412,Sequel
1569,9988,Sequel
36267,37988,Sequel
31898,32221,Sequel
43439,49782,Sequel
28517,29730,Sequel
3455,5667,Sequel
39197,40479,Sequel
21845,31521,Sequel
10447,30382,Sequel
38061,36431,Sequel
33082,33080,Sequel
2163,366,Sequel
38450,40434,Sequel
42950,50400,Sequel
37044,37181,Sequel
38993,49721,Sequel
32867,38003,Sequel
12603,10743,Sequel
37510,50172,Sequel
39506,31223,Sequel
2451,5031,Sequel
15545,31747,Sequel
2966,5341,Sequel
1095,1096,Sequel
2963,14575,Sequel
1569,49518,Sequel
28121,40454,Sequel
39419,44079,Sequel
44544,48751,Sequel
381,124,Sequel
33558,34086,Sequel
40841,42429,Sequel
33998,33999,Sequel
1842,3226,Sequel
10379,32983,Sequel
6213,16049,Sequel
32740,38081,Sequel
35198,38027,Sequel
8525,15117,Sequel
3841,36418,Sequel
36456,38408,Sequel
34480,39940,Sequel
39141,49274,Sequel
10380,30891,Sequel
48749,37643,Sequel
38673,40179,Sequel
48750,37643,Sequel
3281,1707,Sequel
2062,2064,Sequel
1842,7655,Sequel
551,33566,Sequel
9055,29830,Sequel
474,28013,Sequel
869,866,Sequel
6213,38481,Sequel
34670,36246,Sequel
29803,37675,Sequel
48751,44570,Sequel
4444,23409,Sequel
35346,36500,Sequel
1685,39039,Sequel
821,47410,Sequel
38127,39798,Sequel
29687,37484,Sequel
8360,8362,Sequel
36246,38024,Sequel
1548,3602,Sequel
6033,11359,Sequel
1293,1924,Sequel
10087,6922,Sequel
12499,21395,Sequel
2172,8367,Sequel
34915,36529,Sequel
29801,35081,Sequel
34034,40351,Sequel
901,904,Sequel
35224,23259,Sequel
42498,37150,Prequel
6130,6355,Prequel
40815,39468,Prequel
12115,12113,Prequel
10908,9627,Prequel
2109,1710,Prequel
48569,41457,Prequel
42149,39231,Prequel
1372,1577,Prequel
17641,15583,Prequel
1159,1158,Prequel
33325,32835,Prequel
32797,32796,Prequel
10119,8675,Prequel
36166,10348,Prequel
5213,5210,Prequel
44225,20799,Prequel
35182,27727,Prequel
27833,6746,Prequel
37168,22755,Prequel
24415,16916,Prequel
48804,34012,Prequel
18465,240,Prequel
44050,30533,Prequel
6841,6840,Prequel
35714,19383,Prequel
5341,2966,Prequel
31637,28907,Prequel
24469,21437,Prequel
42282,38555,Prequel
39547,14813,Prequel
1104,1103,Prequel
9471,6347,Prequel
38333,21273,Prequel
9347,8536,Prequel
36704,30415,Prequel
14519,3535,Prequel
32189,16592,Prequel
13559,11855,Prequel
38325,33421,Prequel
7062,1852,Prequel
47816,47814,Prequel
31173,30123,Prequel
35363,33206,Prequel
38540,17267,Prequel
45577,33899,Prequel
21851,19919,Prequel
12763,33978,Prequel
21487,5618,Prequel
8250,3256,Prequel
51180,51096,Prequel
40966,40062,Prequel
3744,2450,Prequel
9065,6895,Prequel
41634,38837,Prequel
34973,24997,Prequel
41299,35883,Prequel
14047,5427,Prequel
6377,3228,Prequel
6381,32866,Prequel
5584,5585,Prequel
37893,22537,Prequel
482,481,Prequel
38400,22265,Prequel
41674,2563,Prequel
9806,29910,Prequel
186,185,Prequel
1394,1393,Prequel
37283,31049,Prequel
44208,31994,Prequel
1147,540,Prequel
34607,22273,Prequel
40858,21339,Prequel
14511,5162,Prequel
31765,21881,Prequel
49521,39808,Prequel
48810,38916,Prequel
38882,4053,Prequel
39431,38446,Prequel
51039,44412,Prequel
36371,36370,Prequel
44087,28977,Prequel
39597,31765,Prequel
38024,34661,Prequel
42977,42498,Prequel
562,1964,Prequel
34591,32983,Prequel
47410,821,Prequel
36466,32108,Prequel
1239,532,Prequel
3072,1652,Prequel
44570,37643,Prequel
21031,16442,Prequel
6312,3000,Prequel
46652,21997,Prequel
48820,11979,Prequel
29035,19799,Prequel
38138,38126,Prequel
41567,38472,Prequel
1092,1091,Prequel
1969,1968,Prequel
740,8756,Summary
20689,30290,Summary
154,3861,Summary
505,39328,Summary
40762,40780,Summary
37349,38807,Summary
10155,16385,Summary
